143	762914	1027	233
144	768565	43	37
145	768880	58	43
146	769294	43	38
147	769606	363	252
148	771880	42	36
149	772187	421	265
150	774774	615	471
151	778486	1079	565
152	784832	742	502
153	789150	456	308
154	791973	542	398
155	795381	15	13
156	795498	120	90
157	796313	1007	623
158	802009	276	185
159	803773	1530	1314
160	812975	26	26
161	813174	50	37
162	813511	100	75
163	814189	159	71
164	815117	1	1
165	815128	2123	866
166	826838	4163	1294
167	848815	1707	992
168	858501	1	1
169	858512	571	303
170	861903	1	1
171	861914	227	179
172	863362	150	31
173	864186	195	113
174	865387	79	64
175	865941	162	85
176	866917	469	307
177	869811	500	361
178	872943	1761	990
179	883267	187	119
180	884437	23	20
181	884611	11	8
182	884697	22	19
183	884858	25	13
184	885012	4	3
185	885048	413	284
186	887607	1534	905
187	896408	641	433
188	900403	1201	433
189	906938	130	83
190	907786	635	416
191	911699	497	336
192	914710	282	208
193	916518	475	183
194	919193	386	262
195	921628	107	97
196	922379	582	188
197	925541	12	7
198	925623	625	417
199	929417	244	168
200	931016	25	23
201	931202	1	1
202	931213	1	1
203	931224	171	126
204	932330	7	3
205	932378	259	109
206	933909	1	1
207	933920	1083	436
208	939868	162	116
209	940914	494	292
210	943897	23	19
211	944061	36	28
212	944316	344	191
213	946431	260	108
214	947980	7	7
215	948040	101	87
216	948731	1846	1037
217	959343	32	27
218	959569	285	215
219	961436	59	37
220	961824	136	42
221	962653	35	28
222	962901	145	114
223	963836	103	81
224	964527	10	5
225	964597	96	62
226	965207	92	63
227	965810	147	117
228	966806	1867	1017
229	977718	122	103
230	978548	4	4
231	978586	71	56
232	979099	2	2
233	979119	5	3
234	979155	30	8
235	979332	464	252
236	982080	570	325
237	985500	259	170
238	987148	1393	882
239	995439	9	4
240	995494	1864	520
241	1005430	3	2
242	1005455	6	5
243	1005501	19	18
244	1005650	1	1
245	1005661	399	263
246	1008149	1103	586
247	1014636	73	55
248	1015129	69	61
249	1015638	1	1
250	1015649	337	258
251	1017794	918	579
252	1023310	92	72
253	1023935	58	23
254	1024269	78	15
255	1024695	29	5
256	1024855	34	20
257	1025081	111	76
258	1025800	58	25
259	1026153	12	11
260	1026241	8	7
261	1026303	13	6
262	1026389	16	11
263	1026504	2067	893
264	1037996	1144	656
265	1044719	1556	833
266	1053779	780	482
267	1058382	350	184
268	1060472	82	23
269	1060933	21	11
270	1061072	32	23
271	1061299	616	318
272	1064867	364	157
273	1066935	181	122
274	1068075	26	23
275	1068267	8	8
276	1068334	74	60
277	1068854	1179	619
278	1075524	317	249
279	1077540	546	322
280	1080730	15	13
281	1080841	683	343
282	1084873	1122	596
283	1091307	627	267
284	1094849	1790	1087
285	1105277	1	1
286	1105288	1	1
287	1105299	328	169
288	1107231	53	43
289	1107597	6	5
290	1107642	9	9
291	1107715	287	100
292	1109446	439	228
293	1112079	3928	1038
294	1132599	436	232
295	1135201	507	318
296	1138134	144	126
297	1139103	10	6
298	1139174	290	114
299	1140859	38	25
300	1141112	2	2
301	1141132	326	199
302	1143178	16	15
303	1143298	277	206
304	1145087	76	64
305	1145618	110	76
306	1146363	589	237
307	1149725	1835	906
308	1160393	81	63
309	1160957	99	78
310	1161626	64	28
311	1162031	504	354
312	1165150	430	250
313	1167639	45	27
314	1167929	18	17
315	1168066	195	136
316	1169213	17	11
317	1169330	1	1
318	1169341	392	288
319	1171747	43	22
320	1172016	567	342
321	1175398	635	411
322	1179258	559	370
323	1182683	9	4
324	1182743	50	27
325	1183068	76	68
326	1183602	201	133
327	1184919	185	120
328	1186086	41	37
329	1186388	2376	1062
330	1199610	16	6
331	1199710	193	114
332	1200885	919	404
333	1206204	1371	821
334	1214226	9	9
335	1214303	1112	558
336	1220756	19	9
337	1220886	119	91
338	1221682	333	208
339	1223725	2	2
340	1223743	4	2
341	1223771	691	457
342	1228079	654	429
343	1232022	3130	1439
344	1249328	1088	588
345	1255590	202	144
346	1256880	16	15
347	1257002	7	7
348	1257062	12	8
349	1257152	5	5
350	1257198	72	52
351	1257670	2583	1407
352	1272009	68	44
353	1272445	32	21
354	1272658	13	6
355	1272744	40	28
356	1273029	1	1
357	1273040	57	46
358	1273434	391	305
359	1275913	2316	1120
360	1288737	102	76
361	1289409	17	5
362	1289512	1	1
363	1289523	405	237
364	1291987	107	85
365	1292696	141	115
366	1293614	978	596
367	1299329	95	79
368	1299960	1	1
369	1299971	4	1
370	1299997	55	44
371	1300378	19	15
372	1300517	13	11
373	1300616	30	29
374	1300838	39	24
375	1301126	1518	768
376	1309661	6	6
377	1309712	132	101
378	1310579	891	354
379	1315466	120	93
380	1316262	694	333
381	1320263	1	1
382	1320274	4000	1997
383	1342832	1	1
384	1342843	66	31
385	1343276	1	1
386	1343287	163	119
387	1344323	1	1
388	1344334	183	80
389	1345405	391	309
390	1347919	13	8
391	1348011	45	19
392	1348274	11	9
393	1348359	36	20
394	1348584	675	477
395	1352562	126	104
396	1353424	181	103
397	1354551	129	112
398	1355430	456	320
399	1358260	944	552
400	1363969	4	4
401	1364005	403	315
402	1366610	51	34
403	1366950	80	44
404	1367433	17	15
405	1367563	208	153
406	1368888	1	1
407	1368899	106	76
408	1369599	84	76
409	1370195	1	1
410	1370206	82	68
411	1370795	1	1
412	1370806	11	9
413	1370891	19	19
414	1371037	6	6
415	1371088	1	1
416	1371099	2	1
417	1371114	3	3
418	1371143	732	291
419	1375276	1031	716
420	1381330	283	235
421	1383186	147	125
422	1384171	7	7
423	1384232	14	6
424	1384321	513	293
425	1387380	59	48
426	1387796	93	61
427	1388399	2	2
428	1388418	2039	1190
429	1400265	2413	1165
430	1413703	112	85
431	1414422	2767	1442
432	1430432	31	15
433	1430635	3	2
434	1430660	112	77
435	1431422	126	103
436	1432255	10	9
437	1432331	62	44
438	1432752	53	36
439	1433082	4	4
440	1433119	226	155
441	1434545	57	35
442	1434952	63	40
443	1435368	1297	511
444	1442603	693	398
445	1446689	22	21
446	1446862	437	309
447	1449572	319	228
448	1451628	285	170
449	1453397	52	46
450	1453775	212	128
451	1455100	52	45
452	1455473	1433	823
453	1463684	51	42
454	1464053	627	445
455	1467893	571	331
456	1471278	664	352
457	1475047	334	260
458	1477232	637	430
459	1481118	37	30
460	1481381	1014	463
461	1487276	13	10
462	1487377	13	11
463	1487476	1	1
464	1487487	80	57
465	1488026	56	49
466	1488431	109	42
467	1489102	11	6
468	1489175	83	70
469	1489734	2177	636
470	1501291	8	8
471	1501361	556	364
472	1504707	1	1
473	1504718	175	148
474	1505915	111	72
475	1506637	70	61
476	1507140	60	50
477	1507551	118	90
478	1508335	493	300
479	1511333	417	256
480	1513883	130	63
481	1514705	77	48
482	1515180	567	302
483	1518619	3936	1322
484	1540009	2048	977
485	1551517	3319	1327
486	1569015	501	215
487	1571968	1501	720
488	1580780	1037	696
489	1586691	301	214
490	1588545	522	348
491	1591749	1161	683
492	1598613	761	385
493	1602970	262	89
494	1604417	3454	1033
495	1622778	1167	626
496	1629446	3	1
497	1629465	893	530
498	1634675	117	95
499	1635453	813	461
500	1640108	517	327
501	1643296	17	11
502	1643409	87	66
503	1644001	47	23
504	1644290	1	1
505	1644301	1512	659
506	1652876	1373	716
507	1660786	470	359
508	1663769	15	11
509	1663879	410	294
510	1666459	1120	547
511	1672940	15	13
512	1673059	1018	559
513	1679043	1	1
514	1679054	287	154
515	1680802	1	1
516	1680813	22	19
517	1680980	4	3
518	1681012	2452	783
519	1694055	317	217
520	1696027	107	69
521	1696688	1448	687
522	1704988	138	63
523	1705790	240	158
524	1707269	10	8
525	1707343	9	8
526	1707411	1431	803
527	1715836	7	7
528	1715890	7	7
529	1715944	616	430
530	1719819	1064	645
531	1726164	66	49
532	1726620	164	94
533	1727625	1564	891
534	1736665	1	1
535	1736676	131	51
536	1737450	1554	943
537	1746583	673	495
538	1750626	758	367
539	1755114	1127	594
540	1761645	3	2
541	1761670	8	8
542	1761734	146	83
543	1762646	83	56
544	1763204	3780	1396
545	1783669	232	193
546	1785200	5	5
547	1785242	203	148
548	1786522	357	245
549	1788735	170	124
550	1789788	792	242
551	1794048	6	6
552	1794097	139	94
553	1794996	2682	1191
554	1809303	110	61
555	1809978	1068	453
556	1815848	514	311
557	1818949	83	62
558	1819503	242	121
559	1820961	133	43
560	1821745	213	131
561	1823069	204	162
562	1824413	241	171
563	1825984	767	459
564	1830454	437	283
565	1833142	811	491
566	1837803	239	179
567	1839379	312	178
568	1841283	527	354
569	1844422	265	95
570	1846000	300	177
571	1847864	286	159
572	1849583	47	42
573	1849921	2331	771
574	1862545	146	87
575	1863450	907	478
576	1868784	16	13
577	1868902	1	1
578	1868911	162	90
579	1869889	521	247
580	1872873	2489	1345
581	1886686	308	142
582	1888539	1009	519
583	1894487	155	35
584	1895314	781	248
585	1899610	1508	421
586	1907637	864	343
587	1912455	647	334
588	1916129	1368	1326
589	1922840	2835	2804
590	1936833	1	1
591	1936843	1	1
592	1936853	1	1
593	1936863	3	3
594	1936890	112	91
595	1937660	3	3
596	1937686	112	72
597	1938398	1	1
598	1938408	3	3
599	1938432	480	248
600	1941253	1738	1225
601	1951307	106	71
602	1951988	2106	476
603	1963324	1042	318
604	1969188	982	606
605	1975035	532	398
606	1978313	786	314
607	1982667	320	199
608	1984610	357	269
609	1986631	69	63
610	1987097	184	94
611	1988232	30	18
612	1988426	791	294
613	1992859	222	118
614	1994212	497	305
615	1997292	3	3
616	1997320	129	99
617	1998164	10	9
618	1998242	125	55
619	1999023	341	155
620	2001083	399	239
621	2003534	330	166
622	2005472	1	1
623	2005482	1	1
624	2005492	1	1
625	2005502	1	1
626	2005512	154	48
627	2006383	514	271
628	2009459	1	1
629	2009469	1474	654
630	2017828	138	91
631	2018727	406	152
632	2021089	1	1
633	2021099	965	432
634	2026795	2671	607
635	2041069	166	105
636	2042137	178	114
637	2043290	28	23
638	2043499	282	160
639	2045187	99	65
640	2045832	1457	544
641	2054044	84	61
642	2054609	453	248
643	2057235	1104	384
644	2063484	438	186
645	2066052	4	4
646	2066086	110	70
647	2066802	42	22
648	2067068	2	2
649	2067088	111	68
650	2067800	56	30
651	2068161	537	249
652	2071299	1	1
653	2071310	247	145
654	2072866	463	138
655	2075469	102	59
656	2076125	150	96
657	2077088	37	25
658	2077340	347	100
659	2079348	255	154
660	2080928	9	8
661	2081001	103	54
662	2081674	2143	456
663	2093078	516	253
664	2096186	115	58
665	2096910	1134	493
666	2103279	48	39
667	2103605	2	2
668	2103625	233	112
669	2105055	597	270
670	2108515	372	171
671	2110769	100	63
672	2111414	1	1
673	2111425	410	170
674	2113769	73	40
675	2114242	196	94
676	2115427	151	72
677	2116356	1	1
678	2116367	62	34
679	2116765	1	1
680	2116776	102	46
681	2117382	22	16
682	2117549	250	144
683	2119061	1	1
684	2119072	97	50
685	2119678	1	1
686	2119689	302	150
687	2121473	110	79
688	2122199	392	194
689	2124529	4	4
690	2124563	62	38
691	2124980	121	84
692	2125767	529	256
693	2128927	259	95
694	2130374	22	16
695	2130527	1	1
696	2130538	99	65
697	2131173	143	93
698	2132105	99	68
699	2132772	584	217
700	2136002	363	238
701	2138155	1	1
702	2138166	77	32
703	2138636	1	1
704	2138647	601	241
705	2142102	69	48
706	2142570	420	246
707	2145071	1	1
708	2145082	142	115
709	2146021	65	47
710	2146457	2	2
711	2146478	161	94
712	2147463	947	508
713	2153078	49	39
714	2153410	2791	1064
715	2168657	672	345
716	2172602	1107	612
717	2179105	97	55
718	2179711	18	14
719	2179847	1	1
720	2179858	10	9
721	2179941	21	16
722	2180091	172	94
723	2181182	570	352
724	2184686	32	24
725	2184921	1292	666
726	2192163	855	482
727	2197174	762	481
728	2201790	29	17
729	2202000	165	122
730	2203098	1	1
731	2203109	440	175
732	2205669	35	27
733	2205923	104	60
734	2206584	2	2
735	2206604	1	1
736	2206615	79	60
737	2207161	229	106
738	2208501	3	2
739	2208527	1351	294
740	2215818	221	108
741	2217127	798	246
742	2221632	83	42
743	2222148	169	112
744	2223229	79	63
745	2223768	133	97
746	2224660	549	312
747	2228001	969	344
748	2233450	286	158
749	2235203	65	28
750	2235599	1	1
751	2235610	1102	490
752	2241890	1359	516
753	2249417	177	129
754	2250568	1	1
755	2250579	2	2
756	2250599	14	12
757	2250708	1	1
758	2250719	1	1
759	2250730	6	5
760	2250780	1	1
761	2250791	1	1
762	2250802	460	273
763	2253538	5	5
764	2253581	1158	709
765	2260201	140	110
766	2261144	35	27
767	2261397	52	34
768	2261743	625	356
769	2265506	11	11
770	2265596	199	108
771	2266844	3490	1143
772	2285560	258	141
773	2287112	856	522
774	2292195	591	319
775	2295697	64	25
776	2296084	350	193
777	2298213	1616	966
778	2307631	1695	711
779	2317092	667	323
780	2321001	80	48
781	2321527	213	143
782	2322856	97	48
783	2323475	720	401
784	2327780	326	230
785	2329808	3	2
786	2329832	66	50
787	2330305	10	10
788	2330389	883	394
789	2335329	26	22
790	2335523	11	8
791	2335608	25	25
792	2335807	304	218
793	2337690	208	135
794	2338991	289	177
795	2340814	3	3
796	2340841	46	28
797	2341159	121	68
798	2341939	116	66
799	2342646	861	436
800	2347741	1800	682
801	2357582	132	89
802	2358436	112	75
803	2359190	20	9
804	2359320	1	1
805	2359331	169	107
806	2360433	279	148
807	2362082	77	58
808	2362602	1358	648
809	2370269	34	27
810	2370518	7	6
811	2370578	106	80
812	2371317	119	78
813	2372081	37	27
814	2372331	86	54
815	2372888	3	2
816	2372913	302	220
817	2374854	405	228
818	2377284	954	366
819	2382595	90	52
820	2383164	34	24
821	2383399	70	55
822	2383871	708	495
823	2388205	128	99
824	2389046	160	91
825	2390009	626	324
826	2393597	6	3
827	2393637	458	313
828	2396508	4132	1293
829	2418014	116	66
830	2418750	267	110
831	2420327	382	277
832	2422697	1571	653
833	2431699	5970	2119
834	2463960	24	17
835	2464129	27	23
836	2464333	7	7
837	2464395	36	27
838	2464661	17	15
839	2464795	1300	741
840	2472453	1773	650
841	2482293	1	1
842	2482304	2174	906
843	2494174	252	179
844	2495770	3134	887
845	2512379	159	117
846	2513395	441	255
847	2516054	2	2
848	2516073	5	5
849	2516120	123	79
850	2516884	47	34
851	2517181	163	108
852	2518202	47	39
853	2518543	4	4
854	2518578	583	397
855	2522116	2536	762
856	2535587	753	353
857	2539983	206	130
858	2541241	64	42
859	2541674	2012	664
860	2552495	1815	595
861	2562175	71	43
862	2562620	1306	611
863	2569619	248	115
864	2571153	11	8
865	2571243	817	438
866	2575991	262	201
867	2577708	1	1
868	2577719	2580	529
869	2591035	682	376
870	2595044	1	1
871	2595055	577	292
872	2598450	184	116
873	2599635	988	608
874	2605590	155	125
875	2606574	210	162
876	2607925	147	82
877	2608841	53	40
878	2609213	172	106
879	2610287	1	1
880	2610298	95	72
881	2610927	461	258
882	2613694	1	1
883	2613705	2	1
884	2613722	17	17
885	2613850	1	1
886	2613861	1	1
887	2613872	3	2
888	2613898	33	30
889	2614131	30	27
890	2614342	10	10
891	2614409	3	2
892	2614434	1	1
893	2614445	1	1
894	2614456	248	107
895	2615894	1	1
896	2615905	436	212
897	2618415	1	1
898	2618426	1	1
899	2618437	793	312
900	2622778	1	1
901	2622789	479	335
902	2625759	266	181
903	2627449	1	1
904	2627460	1	1
905	2627471	1850	787
906	2637768	77	56
907	2638287	377	178
908	2640474	5	4
909	2640514	58	44
910	2640908	67	46
911	2641356	128	82
912	2642168	1	1
913	2642179	386	286
914	2644595	775	496
915	2649221	842	465
916	2653986	12	12
917	2654085	2	2
918	2654106	3	2
919	2654131	1	1
920	2654142	1	1
921	2654153	13	12
922	2654256	2444	1179
923	2668170	62	48
924	2668598	1	1
925	2668609	91	87
926	2669260	761	245
927	2673674	126	97
928	2674523	2	2
929	2674542	121	91
930	2675354	111	91
931	2676093	4	3
932	2676126	36	25
933	2676380	1	1
934	2676391	372	234
935	2678773	1	1
936	2678784	1	1
937	2678795	421	199
938	2681309	19	16
939	2681445	1	1
940	2681456	1	1
941	2681467	2	2
942	2681487	1	1
943	2681498	1990	1159
944	2692966	1	1
945	2692977	36	18
946	2693214	1	1
947	2693225	1	1
948	2693236	2	2
949	2693256	4	3
950	2693290	1	1
951	2693301	2387	733
952	2705984	234	153
953	2707418	1	1
954	2707429	1	1
955	2707440	190	110
956	2708637	199	135
957	2709906	29	23
958	2710117	205	119
959	2711392	118	75
960	2712146	39	28
961	2712415	35	22
962	2712653	1	1
963	2712664	1	1
964	2712675	2	2
965	2712696	1	1
966	2712707	2183	913
967	2724688	3	1
968	2724709	297	129
969	2726534	3	2
970	2726559	3	2
971	2726584	8	5
972	2726640	232	103
973	2727989	1338	566
974	2735685	2	1
975	2735701	328	187
976	2737713	158	92
977	2738704	178	88
978	2739779	4	3
979	2739812	180	92
980	2740929	7	6
981	2740984	52	47
982	2741366	1	1
983	2741377	36	28
984	2741645	1	1
985	2741657	124	97
986	2742491	198	130
987	2743753	21	21
988	2743920	663	252
989	2747641	236	190
990	2749178	1	1
991	2749190	329	132
992	2751108	37	30
993	2751372	942	207
994	2756352	53	47
995	2756729	84	79
996	2757333	1264	693
997	2764789	145	127
998	2765769	88	69
999	2766359	4	4
1000	2766398	28	21
1001	2766610	64	48
1002	2767054	41	34
1003	2767350	374	201
1004	2769593	545	316
1005	2772861	1183	703
1006	2779967	6	6
1007	2780023	56	53
1008	2780434	337	230
1009	2782544	1	1
1010	2782554	760	295
1011	2786887	1277	477
1012	2793848	1582	626
1013	2802695	318	229
1014	2804704	663	395
1015	2808576	61	23
1016	2808947	455	310
1017	2811773	1287	875
1018	2818563	6	6
1019	2818602	57	57
1020	2818901	1699	556
1021	2828280	3118	900
1022	2844948	22	15
1023	2845106	249	108
1024	2846525	1484	358
1025	2854242	384	258
1026	2856554	12	9
1027	2856639	1	1
1028	2856650	77	47
1029	2857155	50	32
1030	2857480	370	275
1031	2859710	112	83
1032	2860478	2204	1194
1033	2872905	1986	657
1034	2883446	346	206
1035	2885575	374	246
1036	2887868	442	351
1037	2890716	1	1
1038	2890727	1	1
1039	2890738	563	428
1040	2894134	470	300
1041	2896891	1315	646
1042	2904439	1670	536
1043	2913479	311	144
1044	2915326	1	1
1045	2915338	1	1
1046	2915350	8	4
1047	2915412	999	407
1048	2921114	493	230
1049	2924039	12	8
1050	2924128	127	45
1051	2924883	119	52
1052	2925593	12	12
1053	2925691	216	107
1054	2927061	353	218
1055	2929316	698	464
1056	2933629	4	3
1057	2933665	23	16
1058	2933825	4391	1056
1059	2956887	886	393
1060	2961860	118	62
1061	2962618	190	170
1062	2963897	598	365
1063	2967520	1	1
1064	2967532	135	99
1065	2968407	94	64
1066	2968987	215	153
1067	2970390	2164	703
1068	2982253	1277	567
1069	2989575	1	1
1070	2989587	493	141
1071	2992389	190	166
1072	2993641	541	359
1073	2997037	44	40
1074	2997366	174	99
1075	2998418	888	465
1076	3003677	465	328
1077	3006565	46	37
1078	3006885	2254	1173
1079	3019920	169	94
1080	3020964	904	510
1081	3026314	108	79
1082	3027045	2192	796
1083	3038668	87	79
1084	3039276	1	1
1085	3039288	3	3
1086	3039315	165	47
1087	3040283	390	160
1088	3042552	1160	280
1089	3048767	206	142
1090	3050067	60	52
1091	3050507	1557	467
1092	3058844	2165	869
1093	3070558	330	103
1094	3072482	455	284
1095	3075237	317	173
1096	3077157	945	230
1097	3082417	2825	993
1098	3097503	2641	857
1099	3111921	748	393
1100	3116350	245	60
1101	3117751	120	50
1102	3118462	268	73
1103	3119958	70	55
1104	3120441	334	190
1105	3122510	332	215
1106	3124567	249	144
1107	3126109	154	37
1108	3126993	87	25
1109	3127516	11	7
1110	3127598	72	15
1111	3128040	356	201
1112	3130270	491	146
1113	3133038	334	181
1114	3134964	1164	389
1115	3141289	28	21
1116	3141477	32	24
1117	3141697	327	191
1118	3143754	497	296
1119	3146766	688	229
1120	3150624	196	69
1121	3151767	262	103
1122	3153382	2567	845
1123	3167187	1158	665
1124	3173725	92	34
1125	3174303	28	13
1126	3174494	279	210
1127	3176305	293	171
1128	3178098	42	14
1129	3178353	635	274
1130	3181980	682	333
1131	3185933	165	101
1132	3187022	102	60
1133	3187700	531	337
1134	3190909	305	131
1135	3192704	22	15
1136	3192858	220	142
1137	3194254	16	5
1138	3194380	636	253
1139	3198028	487	338
1140	3201075	52	43
1141	3201435	45	38
1142	3201759	2	2
1143	3201780	857	532
1144	3206807	75	30
1145	3207276	238	161
1146	3208780	194	156
1147	3210050	33	18
1148	3210275	20	9
1149	3210427	20	11
1150	3210562	100	80
1151	3211248	112	42
1152	3211980	95	56
1153	3212620	221	145
1154	3214019	174	45
1155	3215062	271	93
1156	3216683	16	15
1157	3216810	64	31
1158	3217241	5	5
1159	3217288	114	74
1160	3218016	226	126
1161	3219452	39	31
1162	3219748	119	65
1163	3220506	640	325
1164	3224469	489	209
1165	3227466	430	122
1166	3229973	660	396
1167	3233941	26	15
1168	3234113	450	213
1169	3236662	36	23
1170	3236911	4	4
1171	3236949	38	34
1172	3237224	217	144
1173	3238677	144	94
1174	3239591	199	163
1175	3240903	412	306
1176	3243526	135	117
1177	3244449	431	287
1178	3247178	67	56
1179	3247650	9	9
1180	3247730	8	8
1181	3247800	413	262
1182	3250380	8	8
1183	3250453	116	91
1184	3251249	2487	1245
1185	3265585	327	155
1186	3267604	67	53
1187	3268083	240	155
1188	3269554	119	72
1189	3270331	1121	634
1190	3276998	79	22
1191	3277467	348	232
1192	3279688	161	83
1193	3280719	568	393
1194	3284211	7	3
1195	3284260	18	9
1196	3284392	174	140
1197	3285556	805	268
1198	3289954	97	73
1199	3290609	282	164
1200	3292410	947	574
1201	3298019	175	108
1202	3299144	17	13
1203	3299273	272	189
1204	3300928	39	18
1205	3301181	2167	803
1206	3312781	45	21
1207	3313078	94	68
1208	3313702	16	7
1209	3313813	10	4
1210	3313885	2	2
1211	3313907	46	23
1212	3314193	201	81
1213	3315410	16	5
1214	3315511	599	191
1215	3318995	5	5
1216	3319040	15	5
1217	3319151	377	152
1218	3321366	50	19
1219	3321682	59	39
1220	3322089	213	59
1221	3323392	2	2
1222	3323414	61	39
1223	3323826	869	604
1224	3329077	33	23
1225	3329314	302	153
1226	3331109	55	45
1227	3331506	46	41
1228	3331834	163	107
1229	3332838	3	3
1230	3332867	1285	497
1231	3340024	688	281
1232	3344038	701	383
1233	3348249	1	1
1234	3348259	1032	467
1235	3354091	283	167
1236	3355817	75	46
1237	3356294	790	337
1238	3360722	445	197
1239	3363274	456	202
1240	3365900	5	5
1241	3365943	3141	1151
1242	3382273	119	92
1243	3383005	43	30
1244	3383303	69	46
1245	3383753	8	7
1246	3383818	686	294
1247	3387862	9	9
1248	3387937	19	19
1249	3388082	349	269
1250	3390274	11	10
1251	3390358	2	2
1252	3390375	188	138
1253	3391588	1	1
1254	3391599	608	354
1255	3395183	135	104
1256	3396099	18	18
1257	3396240	1	1
1258	3396251	1	1
1259	3396262	389	254
1260	3398649	1	1
1261	3398660	124	63
1262	3399449	465	338
1263	3402339	1	1
1264	3402350	510	243
1265	3405371	1898	660
1266	3415569	547	236
1267	3418612	17	15
1268	3418742	140	92
1269	3419649	44	35
1270	3419957	210	143
1271	3421235	231	126
1272	3422664	302	159
1273	3424460	296	233
1274	3426349	2	2
1275	3426366	3	3
1276	3426394	1	1
1277	3426406	8	6
1278	3426470	20	18
1279	3426624	11	10
1280	3426713	370	231
1281	3428946	378	251
1282	3431315	250	193
1283	3432926	276	134
1284	3434558	83	71
1285	3435141	220	184
1286	3436566	19	14
1287	3436705	1	1
1288	3436717	106	87
1289	3437436	1126	611
1290	3443874	48	33
1291	3444216	144	94
1292	3445169	228	119
1293	3446537	410	277
1294	3449135	247	187
1295	3450686	391	258
1296	3453013	77	51
1297	3453546	8	8
1298	3453617	145	78
1299	3454516	254	202
1300	3456196	307	214
1301	3458137	349	249
1302	3460349	387	222
1303	3462697	50	28
1304	3463025	16	9
1305	3463139	4510	1163
1306	3486803	326	236
1307	3488836	49	30
1308	3489146	237	140
1309	3490603	2	1
1310	3490621	441	312
1311	3493312	853	513
1312	3498460	90	88
1313	3499087	1	1
1314	3499099	1109	643
1315	3505458	1	1
1316	3505470	2	2
1317	3505491	1314	578
1318	3512982	43	41
1319	3513301	773	629
1320	3517821	85	48
1321	3518398	1	1
1322	3518410	127	72
1323	3519212	6	6
1324	3519264	183	142
1325	3520465	210	127
1326	3521752	222	168
1327	3523166	322	194
1328	3525156	1625	468
1329	3533675	28	26
1330	3533888	131	88
1331	3534740	19	16
1332	3534882	263	128
1333	3536452	48	42
1334	3536782	259	199
1335	3538448	198	161
1336	3539780	2193	1106
1337	3552521	11	9
1338	3552605	1210	397
1339	3559090	27	27
1340	3559308	7	6
1341	3559365	9	8
1342	3559438	211	135
1343	3560780	930	564
1344	3566362	24	14
1345	3566527	28	23
1346	3566731	125	87
1347	3567543	1	1
1348	3567555	1	1
1349	3567567	58	29
1350	3567931	1100	667
1351	3574645	28	14
1352	3574832	84	43
1353	3575375	15	13
1354	3575492	1	1
1355	3575504	21	20
1356	3575667	1	1
1357	3575679	256	145
1358	3577278	1	1
1359	3577290	2	2
1360	3577311	48	35
1361	3577651	2	2
1362	3577671	18	7
1363	3577789	168	115
